Enzyme,Amine,Hydroxyl
A0A1Q6K9G3,citrulline,Tri
A0A1Q6K9G3,cystine,Di
A0A1Q6K9G3,cystine,Mono
A0A1Q6K9G3,cystine,Tri
A0A1Q6K9G3,dopamine,Di
A0A1Q6K9G3,dopamine,Mono
A0A1Q6K9G3,dopamine,Tri
A0A1Q6K9G3,gaba,Di
A0A1Q6K9G3,gaba,Mono
A0A1Q6K9G3,gaba,Tri
A0A1Q6K9G3,glutamine,Di
A0A1Q6K9G3,glutamine,Mono
A0A1Q6K9G3,glutamine,Tri
A0A1Q6K9G3,glyglycine,Di
A0A1Q6K9G3,glyglycine,Mono
A0A1Q6K9G3,glyglycine,Tri
A0A1Q6K9G3,histidine,Di
A0A1Q6K9G3,histidine,Mono
A0A1Q6K9G3,histidine,Tri
A0A1Q6K9G3,lysine,Di
A0A1Q6K9G3,lysine,Mono
A0A1Q6K9G3,lysine,Tri
A0A1Q6K9G3,methionine,Di
A0A1Q6K9G3,methionine,Mono
A0A1Q6K9G3,methionine,Tri
A0A1Q6K9G3,ornithine,Di
A0A1Q6K9G3,ornithine,Mono
A0A1Q6K9G3,ornithine,Tri
A0A1Q6K9G3,phenylalanine,Di
A0A1Q6K9G3,phenylalanine,Mono
A0A1Q6K9G3,phenylalanine,Tri
A0A1Q6K9G3,proline,Di
A0A1Q6K9G3,proline,Mono
A0A1Q6K9G3,proline,Tri
A0A1Q6K9G3,putrescine,Di
A0A1Q6K9G3,putrescine,Mono
A0A1Q6K9G3,putrescine,Tri
A0A1Q6K9G3,serine,Di
A0A1Q6K9G3,serine,Mono
A0A1Q6K9G3,serine,Tri
A0A1Q6K9G3,serotonin,Di
A0A1Q6K9G3,serotonin,Mono
A0A1Q6K9G3,serotonin,Tri
A0A1Q6K9G3,threonine,Di
A0A1Q6K9G3,threonine,Mono
A0A1Q6K9G3,threonine,Tri
A0A1Q6K9G3,tryptamine,Di
A0A1Q6K9G3,tryptamine,Mono
A0A1Q6K9G3,tryptamine,Tri
A0A1Q6K9G3,tyramine,Di
A0A1Q6K9G3,tyramine,Mono
A0A1Q6K9G3,tyramine,Tri
A0A1Q6PYZ4,"2,3_diaminopropionic acid",Di
A0A1Q6PYZ4,"2,3_diaminopropionic acid",Mono
A0A1Q6PYZ4,"2,3_diaminopropionic acid",Tri
A0A1Q6PYZ4,2_aminophenol,Di
A0A1Q6PYZ4,2_aminophenol,Mono
A0A1Q6PYZ4,2_aminophenol,Tri
A0A1Q6PYZ4,3_methoxytyramine,Di
A0A1Q6PYZ4,3_methoxytyramine,Mono
A0A1Q6PYZ4,3_methoxytyramine,Tri
A0A1Q6PYZ4,alanine,Di
A0A1Q6PYZ4,alanine,Mono
A0A1Q6PYZ4,alanine,Tri
A0A1Q6PYZ4,arginine,Di
A0A1Q6PYZ4,arginine,Mono
A0A1Q6PYZ4,arginine,Tri
A0A1Q6PYZ4,asparagine,Di
A0A1Q6PYZ4,asparagine,Mono
A0A1Q6PYZ4,asparagine,Tri
A0A1Q6PYZ4,cadaverine,Di
A0A1Q6PYZ4,cadaverine,Mono
A0A1Q6PYZ4,cadaverine,Tri
A0A1Q6PYZ4,citrulline,Di
A0A1Q6PYZ4,citrulline,Mono
A0A1Q6PYZ4,citrulline,Tri
A0A1Q6PYZ4,cystine,Di
A0A1Q6PYZ4,cystine,Mono
A0A1Q6PYZ4,cystine,Tri
A0A1Q6PYZ4,dopamine,Di
A0A1Q6PYZ4,dopamine,Mono
A0A1Q6PYZ4,dopamine,Tri
A0A1Q6PYZ4,gaba,Di
A0A1Q6PYZ4,gaba,Mono
A0A1Q6PYZ4,gaba,Tri
A0A1Q6PYZ4,glutamine,Di
A0A1Q6PYZ4,glutamine,Mono
A0A1Q6PYZ4,glutamine,Tri
A0A1Q6PYZ4,glyglycine,Di
A0A1Q6PYZ4,glyglycine,Mono
A0A1Q6PYZ4,glyglycine,Tri
A0A1Q6PYZ4,histidine,Di
A0A1Q6PYZ4,histidine,Mono
A0A1Q6PYZ4,histidine,Tri
A0A1Q6PYZ4,lysine,Di
A0A1Q6PYZ4,lysine,Mono
A0A1Q6PYZ4,lysine,Tri
A0A1Q6PYZ4,methionine,Di
A0A1Q6PYZ4,methionine,Mono
A0A1Q6PYZ4,methionine,Tri
A0A1Q6PYZ4,ornithine,Di
A0A1Q6PYZ4,ornithine,Mono
A0A1Q6PYZ4,ornithine,Tri
A0A1Q6PYZ4,phenylalanine,Di
A0A1Q6PYZ4,phenylalanine,Mono
A0A1Q6PYZ4,phenylalanine,Tri
A0A1Q6PYZ4,proline,Di
A0A1Q6PYZ4,proline,Mono
A0A1Q6PYZ4,proline,Tri
A0A1Q6PYZ4,putrescine,Di
A0A1Q6PYZ4,putrescine,Mono
A0A1Q6PYZ4,putrescine,Tri
A0A1Q6PYZ4,serine,Di
A0A1Q6PYZ4,serine,Mono
A0A1Q6PYZ4,serine,Tri
A0A1Q6PYZ4,serotonin,Di
A0A1Q6PYZ4,serotonin,Mono
A0A1Q6PYZ4,serotonin,Tri
A0A1Q6PYZ4,threonine,Di
A0A1Q6PYZ4,threonine,Mono
A0A1Q6PYZ4,threonine,Tri
A0A1Q6PYZ4,tryptamine,Di
A0A1Q6PYZ4,tryptamine,Mono
A0A1Q6PYZ4,tryptamine,Tri
A0A1Q6PYZ4,tyramine,Di
A0A1Q6PYZ4,tyramine,Mono
A0A1Q6PYZ4,tyramine,Tri
A0A1Q6RAM4,"2,3_diaminopropionic acid",Di
A0A1Q6RAM4,"2,3_diaminopropionic acid",Mono
A0A1Q6RAM4,"2,3_diaminopropionic acid",Tri
A0A1Q6RAM4,2_aminophenol,Di
A0A1Q6RAM4,2_aminophenol,Mono
A0A1Q6RAM4,2_aminophenol,Tri
A0A1Q6RAM4,3_methoxytyramine,Di
A0A1Q6RAM4,3_methoxytyramine,Mono
A0A1Q6RAM4,3_methoxytyramine,Tri
A0A1Q6RAM4,alanine,Di
A0A1Q6RAM4,alanine,Mono
A0A1Q6RAM4,alanine,Tri
A0A1Q6RAM4,arginine,Di
A0A1Q6RAM4,arginine,Mono
A0A1Q6RAM4,arginine,Tri
A0A1Q6RAM4,asparagine,Di
A0A1Q6RAM4,asparagine,Mono
A0A1Q6RAM4,asparagine,Tri
A0A1Q6RAM4,cadaverine,Di
A0A1Q6RAM4,cadaverine,Mono
A0A1Q6RAM4,cadaverine,Tri
A0A1Q6RAM4,citrulline,Di
A0A1Q6RAM4,citrulline,Mono
A0A1Q6RAM4,citrulline,Tri
A0A1Q6RAM4,cystine,Di
A0A1Q6RAM4,cystine,Mono
A0A1Q6RAM4,cystine,Tri
A0A1Q6RAM4,dopamine,Di
A0A1Q6RAM4,dopamine,Mono
A0A1Q6RAM4,dopamine,Tri
A0A1Q6RAM4,gaba,Di
A0A1Q6RAM4,gaba,Mono
A0A1Q6RAM4,gaba,Tri
A0A1Q6RAM4,glutamine,Di
A0A1Q6RAM4,glutamine,Mono
A0A1Q6RAM4,glutamine,Tri
A0A1Q6RAM4,glyglycine,Di
A0A1Q6RAM4,glyglycine,Mono
A0A1Q6RAM4,glyglycine,Tri
A0A1Q6RAM4,histidine,Di
A0A1Q6RAM4,histidine,Mono
A0A1Q6RAM4,histidine,Tri
A0A1Q6RAM4,lysine,Di
A0A1Q6RAM4,lysine,Mono
A0A1Q6RAM4,lysine,Tri
A0A1Q6RAM4,methionine,Di
A0A1Q6RAM4,methionine,Mono
A0A1Q6RAM4,methionine,Tri
A0A1Q6RAM4,ornithine,Di
A0A1Q6RAM4,ornithine,Mono
A0A1Q6RAM4,ornithine,Tri
A0A1Q6RAM4,phenylalanine,Di
A0A1Q6RAM4,phenylalanine,Mono
A0A1Q6RAM4,phenylalanine,Tri
A0A1Q6RAM4,proline,Di
A0A1Q6RAM4,proline,Mono
A0A1Q6RAM4,proline,Tri
A0A1Q6RAM4,putrescine,Di
A0A1Q6RAM4,putrescine,Mono
A0A1Q6RAM4,putrescine,Tri
A0A1Q6RAM4,serine,Di
A0A1Q6RAM4,serine,Mono
A0A1Q6RAM4,serine,Tri
A0A1Q6RAM4,serotonin,Di
A0A1Q6RAM4,serotonin,Mono
A0A1Q6RAM4,serotonin,Tri
A0A1Q6RAM4,threonine,Di
A0A1Q6RAM4,threonine,Mono
A0A1Q6RAM4,threonine,Tri
A0A1Q6RAM4,tryptamine,Di
A0A1Q6RAM4,tryptamine,Mono
A0A1Q6RAM4,tryptamine,Tri
A0A1Q6RAM4,tyramine,Di
A0A1Q6RAM4,tyramine,Mono
A0A1Q6RAM4,tyramine,Tri
A0A1Y3QT37,"2,3_diaminopropionic acid",Di
A0A1Y3QT37,"2,3_diaminopropionic acid",Mono
A0A1Y3QT37,"2,3_diaminopropionic acid",Tri
A0A1Y3QT37,2_aminophenol,Di
A0A1Y3QT37,2_aminophenol,Mono
A0A1Y3QT37,2_aminophenol,Tri
A0A1Y3QT37,3_methoxytyramine,Di
A0A1Y3QT37,3_methoxytyramine,Mono
A0A1Y3QT37,3_methoxytyramine,Tri
A0A1Y3QT37,alanine,Di
A0A1Y3QT37,alanine,Mono
A0A1Y3QT37,alanine,Tri
A0A1Y3QT37,arginine,Di
A0A1Y3QT37,arginine,Mono
A0A1Y3QT37,arginine,Tri
A0A1Y3QT37,asparagine,Di
A0A1Y3QT37,asparagine,Mono
A0A1Y3QT37,asparagine,Tri
A0A1Y3QT37,cadaverine,Di
A0A1Y3QT37,cadaverine,Mono
A0A1Y3QT37,cadaverine,Tri
A0A1Y3QT37,citrulline,Di
A0A1Y3QT37,citrulline,Mono
A0A1Y3QT37,citrulline,Tri
A0A1Y3QT37,cystine,Di
A0A1Y3QT37,cystine,Mono
A0A1Y3QT37,cystine,Tri
A0A1Y3QT37,dopamine,Di
A0A1Y3QT37,dopamine,Mono
A0A1Y3QT37,dopamine,Tri
A0A1Y3QT37,gaba,Di
A0A1Y3QT37,gaba,Mono
A0A1Y3QT37,gaba,Tri
A0A1Y3QT37,glutamine,Di
A0A1Y3QT37,glutamine,Mono
A0A1Y3QT37,glutamine,Tri
A0A1Y3QT37,glyglycine,Di
A0A1Y3QT37,glyglycine,Mono
A0A1Y3QT37,glyglycine,Tri
A0A1Y3QT37,histidine,Di
A0A1Y3QT37,histidine,Mono
A0A1Y3QT37,histidine,Tri
A0A1Y3QT37,lysine,Di
A0A1Y3QT37,lysine,Mono
A0A1Y3QT37,lysine,Tri
A0A1Y3QT37,methionine,Di
A0A1Y3QT37,methionine,Mono
A0A1Y3QT37,methionine,Tri
A0A1Y3QT37,ornithine,Di
A0A1Y3QT37,ornithine,Mono
A0A1Y3QT37,ornithine,Tri
A0A1Y3QT37,phenylalanine,Di
A0A1Y3QT37,phenylalanine,Mono
A0A1Y3QT37,phenylalanine,Tri
A0A1Y3QT37,proline,Di
A0A1Y3QT37,proline,Mono
A0A1Y3QT37,proline,Tri
A0A1Y3QT37,putrescine,Di
A0A1Y3QT37,putrescine,Mono
A0A1Y3QT37,putrescine,Tri
A0A1Y3QT37,serine,Di
A0A1Y3QT37,serine,Mono
A0A1Y3QT37,serine,Tri
A0A1Y3QT37,serotonin,Di
A0A1Y3QT37,serotonin,Mono
A0A1Y3QT37,serotonin,Tri
A0A1Y3QT37,threonine,Di
A0A1Y3QT37,threonine,Mono
A0A1Y3QT37,threonine,Tri
A0A1Y3QT37,tryptamine,Di
A0A1Y3QT37,tryptamine,Mono
A0A1Y3QT37,tryptamine,Tri
A0A1Y3QT37,tyramine,Di
A0A1Y3QT37,tyramine,Mono
A0A1Y3QT37,tyramine,Tri
A0A1Y3TDY5,"2,3_diaminopropionic acid",Di
A0A1Y3TDY5,"2,3_diaminopropionic acid",Mono
A0A1Y3TDY5,"2,3_diaminopropionic acid",Tri
A0A1Y3TDY5,2_aminophenol,Di
A0A1Y3TDY5,2_aminophenol,Mono
A0A1Y3TDY5,2_aminophenol,Tri
A0A1Y3TDY5,3_methoxytyramine,Di
A0A1Y3TDY5,3_methoxytyramine,Mono
A0A1Y3TDY5,3_methoxytyramine,Tri
A0A1Y3TDY5,alanine,Di
A0A1Y3TDY5,alanine,Mono
A0A1Y3TDY5,alanine,Tri
A0A1Y3TDY5,arginine,Di
A0A1Y3TDY5,arginine,Mono
A0A1Y3TDY5,arginine,Tri
A0A1Y3TDY5,asparagine,Di
A0A1Y3TDY5,asparagine,Mono
A0A1Y3TDY5,asparagine,Tri
A0A1Y3TDY5,cadaverine,Di
A0A1Y3TDY5,cadaverine,Mono
A0A1Y3TDY5,cadaverine,Tri
A0A1Y3TDY5,citrulline,Di
A0A1Y3TDY5,citrulline,Mono
A0A1Y3TDY5,citrulline,Tri
A0A1Y3TDY5,cystine,Di
A0A1Y3TDY5,cystine,Mono
A0A1Y3TDY5,cystine,Tri
A0A1Y3TDY5,dopamine,Di
A0A1Y3TDY5,dopamine,Mono
A0A1Y3TDY5,dopamine,Tri
A0A1Y3TDY5,gaba,Di
A0A1Y3TDY5,gaba,Mono
A0A1Y3TDY5,gaba,Tri
A0A1Y3TDY5,glutamine,Di
A0A1Y3TDY5,glutamine,Mono
A0A1Y3TDY5,glutamine,Tri
A0A1Y3TDY5,glyglycine,Di
A0A1Y3TDY5,glyglycine,Mono
A0A1Y3TDY5,glyglycine,Tri
A0A1Y3TDY5,histidine,Di
A0A1Y3TDY5,histidine,Mono
A0A1Y3TDY5,histidine,Tri
A0A1Y3TDY5,lysine,Di
A0A1Y3TDY5,lysine,Mono
A0A1Y3TDY5,lysine,Tri
A0A1Y3TDY5,methionine,Di
A0A1Y3TDY5,methionine,Mono
A0A1Y3TDY5,methionine,Tri
A0A1Y3TDY5,ornithine,Di
A0A1Y3TDY5,ornithine,Mono
A0A1Y3TDY5,ornithine,Tri
A0A1Y3TDY5,phenylalanine,Di
A0A1Y3TDY5,phenylalanine,Mono
A0A1Y3TDY5,phenylalanine,Tri
A0A1Y3TDY5,proline,Di
A0A1Y3TDY5,proline,Mono
A0A1Y3TDY5,proline,Tri
A0A1Y3TDY5,putrescine,Di
A0A1Y3TDY5,putrescine,Mono
A0A1Y3TDY5,putrescine,Tri
A0A1Y3TDY5,serine,Di
A0A1Y3TDY5,serine,Mono
A0A1Y3TDY5,serine,Tri
A0A1Y3TDY5,serotonin,Di
A0A1Y3TDY5,serotonin,Mono
A0A1Y3TDY5,serotonin,Tri
A0A1Y3TDY5,threonine,Di
A0A1Y3TDY5,threonine,Mono
A0A1Y3TDY5,threonine,Tri
A0A1Y3TDY5,tryptamine,Di
A0A1Y3TDY5,tryptamine,Mono
A0A1Y3TDY5,tryptamine,Tri
A0A1Y3TDY5,tyramine,Di
A0A1Y3TDY5,tyramine,Mono
A0A1Y3TDY5,tyramine,Tri
A0A1Y3VSR9,"2,3_diaminopropionic acid",Di
A0A1Y3VSR9,"2,3_diaminopropionic acid",Mono
A0A1Y3VSR9,"2,3_diaminopropionic acid",Tri
A0A1Y3VSR9,2_aminophenol,Di
A0A1Y3VSR9,2_aminophenol,Mono
A0A1Y3VSR9,2_aminophenol,Tri
A0A1Y3VSR9,3_methoxytyramine,Di
A0A1Y3VSR9,3_methoxytyramine,Mono
A0A1Y3VSR9,3_methoxytyramine,Tri
A0A1Y3VSR9,alanine,Di
A0A1Y3VSR9,alanine,Mono
A0A1Y3VSR9,alanine,Tri
A0A1Y3VSR9,arginine,Di
A0A1Y3VSR9,arginine,Mono
A0A1Y3VSR9,arginine,Tri
A0A1Y3VSR9,asparagine,Di
A0A1Y3VSR9,asparagine,Mono
A0A1Y3VSR9,asparagine,Tri
A0A1Y3VSR9,cadaverine,Di
A0A1Y3VSR9,cadaverine,Mono
A0A1Y3VSR9,cadaverine,Tri
A0A1Y3VSR9,citrulline,Di
A0A1Y3VSR9,citrulline,Mono
A0A1Y3VSR9,citrulline,Tri
A0A1Y3VSR9,cystine,Di
A0A1Y3VSR9,cystine,Mono
A0A1Y3VSR9,cystine,Tri
A0A1Y3VSR9,dopamine,Di
A0A1Y3VSR9,dopamine,Mono
A0A1Y3VSR9,dopamine,Tri
A0A1Y3VSR9,gaba,Di
A0A1Y3VSR9,gaba,Mono
A0A1Y3VSR9,gaba,Tri
A0A1Y3VSR9,glutamine,Di
A0A1Y3VSR9,glutamine,Mono
A0A1Y3VSR9,glutamine,Tri
A0A1Y3VSR9,glyglycine,Di
A0A1Y3VSR9,glyglycine,Mono
A0A1Y3VSR9,glyglycine,Tri
A0A1Y3VSR9,histidine,Di
A0A1Y3VSR9,histidine,Mono
A0A1Y3VSR9,histidine,Tri
A0A1Y3VSR9,lysine,Di
A0A1Y3VSR9,lysine,Mono
A0A1Y3VSR9,lysine,Tri
A0A1Y3VSR9,methionine,Di
A0A1Y3VSR9,methionine,Mono
A0A1Y3VSR9,methionine,Tri
A0A1Y3VSR9,ornithine,Di
A0A1Y3VSR9,ornithine,Mono
A0A1Y3VSR9,ornithine,Tri
A0A1Y3VSR9,phenylalanine,Di
A0A1Y3VSR9,phenylalanine,Mono
A0A1Y3VSR9,phenylalanine,Tri
A0A1Y3VSR9,proline,Di
A0A1Y3VSR9,proline,Mono
A0A1Y3VSR9,proline,Tri
A0A1Y3VSR9,putrescine,Di
A0A1Y3VSR9,putrescine,Mono
A0A1Y3VSR9,putrescine,Tri
A0A1Y3VSR9,serine,Di
A0A1Y3VSR9,serine,Mono
A0A1Y3VSR9,serine,Tri
A0A1Y3VSR9,serotonin,Di
A0A1Y3VSR9,serotonin,Mono
A0A1Y3VSR9,serotonin,Tri
A0A1Y3VSR9,threonine,Di
A0A1Y3VSR9,threonine,Mono
A0A1Y3VSR9,threonine,Tri
A0A1Y3VSR9,tryptamine,Di
A0A1Y3VSR9,tryptamine,Mono
A0A1Y3VSR9,tryptamine,Tri
A0A1Y3VSR9,tyramine,Di
A0A1Y3VSR9,tyramine,Mono
A0A1Y3VSR9,tyramine,Tri
A0A2S7KLN3,"2,3_diaminopropionic acid",Di
A0A2S7KLN3,"2,3_diaminopropionic acid",Mono
A0A2S7KLN3,"2,3_diaminopropionic acid",Tri
A0A2S7KLN3,2_aminophenol,Di
A0A2S7KLN3,2_aminophenol,Mono
A0A2S7KLN3,2_aminophenol,Tri
A0A2S7KLN3,3_methoxytyramine,Di
A0A2S7KLN3,3_methoxytyramine,Mono
A0A2S7KLN3,3_methoxytyramine,Tri
A0A2S7KLN3,alanine,Di
A0A2S7KLN3,alanine,Mono
A0A2S7KLN3,alanine,Tri
A0A2S7KLN3,arginine,Di
A0A2S7KLN3,arginine,Mono
A0A2S7KLN3,arginine,Tri
A0A2S7KLN3,asparagine,Di
A0A2S7KLN3,asparagine,Mono
A0A2S7KLN3,asparagine,Tri
A0A2S7KLN3,cadaverine,Di
A0A2S7KLN3,cadaverine,Mono
A0A2S7KLN3,cadaverine,Tri
A0A2S7KLN3,citrulline,Di
A0A2S7KLN3,citrulline,Mono
A0A2S7KLN3,citrulline,Tri
A0A2S7KLN3,cystine,Di
A0A2S7KLN3,cystine,Mono
A0A2S7KLN3,cystine,Tri
A0A2S7KLN3,dopamine,Di
A0A2S7KLN3,dopamine,Mono
A0A2S7KLN3,dopamine,Tri
A0A2S7KLN3,gaba,Di
A0A2S7KLN3,gaba,Mono
A0A2S7KLN3,gaba,Tri
A0A2S7KLN3,glutamine,Di
A0A2S7KLN3,glutamine,Mono
A0A2S7KLN3,glutamine,Tri
A0A2S7KLN3,glyglycine,Di
A0A2S7KLN3,glyglycine,Mono
A0A2S7KLN3,glyglycine,Tri
A0A2S7KLN3,histidine,Di
A0A2S7KLN3,histidine,Mono
A0A2S7KLN3,histidine,Tri
A0A2S7KLN3,lysine,Di
A0A2S7KLN3,lysine,Mono
A0A2S7KLN3,lysine,Tri
A0A2S7KLN3,methionine,Di
A0A2S7KLN3,methionine,Mono
A0A2S7KLN3,methionine,Tri
A0A2S7KLN3,ornithine,Di
A0A2S7KLN3,ornithine,Mono
A0A2S7KLN3,ornithine,Tri
A0A2S7KLN3,phenylalanine,Di
A0A2S7KLN3,phenylalanine,Mono
A0A2S7KLN3,phenylalanine,Tri
A0A2S7KLN3,proline,Di
A0A2S7KLN3,proline,Mono
A0A2S7KLN3,proline,Tri
A0A2S7KLN3,putrescine,Di
A0A2S7KLN3,putrescine,Mono
A0A2S7KLN3,putrescine,Tri
A0A2S7KLN3,serine,Di
A0A2S7KLN3,serine,Mono
A0A2S7KLN3,serine,Tri
A0A2S7KLN3,serotonin,Di
A0A2S7KLN3,serotonin,Mono
A0A2S7KLN3,serotonin,Tri
A0A2S7KLN3,threonine,Di
A0A2S7KLN3,threonine,Mono
A0A2S7KLN3,threonine,Tri
A0A2S7KLN3,tryptamine,Di
A0A2S7KLN3,tryptamine,Mono
A0A2S7KLN3,tryptamine,Tri
A0A2S7KLN3,tyramine,Di
A0A2S7KLN3,tyramine,Mono
A0A2S7KLN3,tyramine,Tri
A0A2S8GTJ2,"2,3_diaminopropionic acid",Di
A0A2S8GTJ2,"2,3_diaminopropionic acid",Mono
A0A2S8GTJ2,"2,3_diaminopropionic acid",Tri
A0A2S8GTJ2,2_aminophenol,Di
A0A2S8GTJ2,2_aminophenol,Mono
A0A2S8GTJ2,2_aminophenol,Tri
A0A2S8GTJ2,3_methoxytyramine,Di
A0A2S8GTJ2,3_methoxytyramine,Mono
A0A2S8GTJ2,3_methoxytyramine,Tri
A0A2S8GTJ2,alanine,Di
A0A2S8GTJ2,alanine,Mono
A0A2S8GTJ2,alanine,Tri
A0A2S8GTJ2,arginine,Di
A0A2S8GTJ2,arginine,Mono
A0A2S8GTJ2,arginine,Tri
A0A2S8GTJ2,asparagine,Di
A0A2S8GTJ2,asparagine,Mono
A0A2S8GTJ2,asparagine,Tri
A0A2S8GTJ2,cadaverine,Di
A0A2S8GTJ2,cadaverine,Mono
A0A2S8GTJ2,cadaverine,Tri
A0A2S8GTJ2,citrulline,Di
A0A2S8GTJ2,citrulline,Mono
A0A2S8GTJ2,citrulline,Tri
A0A2S8GTJ2,cystine,Di
A0A2S8GTJ2,cystine,Mono
A0A2S8GTJ2,cystine,Tri
A0A2S8GTJ2,dopamine,Di
A0A2S8GTJ2,dopamine,Mono
A0A2S8GTJ2,dopamine,Tri
A0A2S8GTJ2,gaba,Di
A0A2S8GTJ2,gaba,Mono
A0A2S8GTJ2,gaba,Tri
A0A2S8GTJ2,glutamine,Di
A0A2S8GTJ2,glutamine,Mono
A0A2S8GTJ2,glutamine,Tri
A0A2S8GTJ2,glyglycine,Di
A0A2S8GTJ2,glyglycine,Mono
A0A2S8GTJ2,glyglycine,Tri
A0A2S8GTJ2,histidine,Di
A0A2S8GTJ2,histidine,Mono
A0A2S8GTJ2,histidine,Tri
A0A2S8GTJ2,lysine,Di
A0A2S8GTJ2,lysine,Mono
A0A2S8GTJ2,lysine,Tri
A0A2S8GTJ2,methionine,Di
A0A2S8GTJ2,methionine,Mono
A0A2S8GTJ2,methionine,Tri
A0A2S8GTJ2,ornithine,Di
A0A2S8GTJ2,ornithine,Mono
A0A2S8GTJ2,ornithine,Tri
A0A2S8GTJ2,phenylalanine,Di
A0A2S8GTJ2,phenylalanine,Mono
A0A2S8GTJ2,phenylalanine,Tri
A0A2S8GTJ2,proline,Di
A0A2S8GTJ2,proline,Mono
A0A2S8GTJ2,proline,Tri
A0A2S8GTJ2,putrescine,Di
A0A2S8GTJ2,putrescine,Mono
A0A2S8GTJ2,putrescine,Tri
A0A2S8GTJ2,serine,Di
A0A2S8GTJ2,serine,Mono
A0A2S8GTJ2,serine,Tri
A0A2S8GTJ2,serotonin,Di
A0A2S8GTJ2,serotonin,Mono
A0A2S8GTJ2,serotonin,Tri
A0A2S8GTJ2,threonine,Di
A0A2S8GTJ2,threonine,Mono
A0A2S8GTJ2,threonine,Tri
A0A2S8GTJ2,tryptamine,Di
A0A2S8GTJ2,tryptamine,Mono
A0A2S8GTJ2,tryptamine,Tri
A0A2S8GTJ2,tyramine,Di
A0A2S8GTJ2,tyramine,Mono
A0A2S8GTJ2,tyramine,Tri
A0A2T3FKY8,"2,3_diaminopropionic acid",Di
A0A2T3FKY8,"2,3_diaminopropionic acid",Mono
A0A2T3FKY8,"2,3_diaminopropionic acid",Tri
A0A2T3FKY8,2_aminophenol,Di
A0A2T3FKY8,2_aminophenol,Mono
A0A2T3FKY8,2_aminophenol,Tri
A0A2T3FKY8,3_methoxytyramine,Di
A0A2T3FKY8,3_methoxytyramine,Mono
A0A2T3FKY8,3_methoxytyramine,Tri
A0A2T3FKY8,alanine,Di
A0A2T3FKY8,alanine,Mono
A0A2T3FKY8,alanine,Tri
A0A2T3FKY8,arginine,Di
A0A2T3FKY8,arginine,Mono
A0A2T3FKY8,arginine,Tri
A0A2T3FKY8,asparagine,Di
A0A2T3FKY8,asparagine,Mono
A0A2T3FKY8,asparagine,Tri
A0A2T3FKY8,cadaverine,Di
A0A2T3FKY8,cadaverine,Mono
A0A2T3FKY8,cadaverine,Tri
A0A2T3FKY8,citrulline,Di
A0A2T3FKY8,citrulline,Mono
A0A2T3FKY8,citrulline,Tri
A0A2T3FKY8,cystine,Di
A0A2T3FKY8,cystine,Mono
A0A2T3FKY8,cystine,Tri
A0A2T3FKY8,dopamine,Di
A0A2T3FKY8,dopamine,Mono
A0A2T3FKY8,dopamine,Tri
A0A2T3FKY8,gaba,Di
A0A2T3FKY8,gaba,Mono
A0A2T3FKY8,gaba,Tri
A0A2T3FKY8,glutamine,Di
A0A2T3FKY8,glutamine,Mono
A0A2T3FKY8,glutamine,Tri
A0A2T3FKY8,glyglycine,Di
A0A2T3FKY8,glyglycine,Mono
A0A2T3FKY8,glyglycine,Tri
A0A2T3FKY8,histidine,Di
A0A2T3FKY8,histidine,Mono
A0A2T3FKY8,histidine,Tri
A0A2T3FKY8,lysine,Di
A0A2T3FKY8,lysine,Mono
A0A2T3FKY8,lysine,Tri
A0A2T3FKY8,methionine,Di
A0A2T3FKY8,methionine,Mono
A0A2T3FKY8,methionine,Tri
A0A2T3FKY8,ornithine,Di
A0A2T3FKY8,ornithine,Mono
A0A2T3FKY8,ornithine,Tri
A0A2T3FKY8,phenylalanine,Di
A0A2T3FKY8,phenylalanine,Mono
A0A2T3FKY8,phenylalanine,Tri
A0A2T3FKY8,proline,Di
A0A2T3FKY8,proline,Mono
A0A2T3FKY8,proline,Tri
A0A2T3FKY8,putrescine,Di
A0A2T3FKY8,putrescine,Mono
A0A2T3FKY8,putrescine,Tri
A0A2T3FKY8,serine,Di
A0A2T3FKY8,serine,Mono
A0A2T3FKY8,serine,Tri
A0A2T3FKY8,serotonin,Di
A0A2T3FKY8,serotonin,Mono
A0A2T3FKY8,serotonin,Tri
A0A2T3FKY8,threonine,Di
A0A2T3FKY8,threonine,Mono
A0A2T3FKY8,threonine,Tri
A0A2T3FKY8,tryptamine,Di
A0A2T3FKY8,tryptamine,Mono
A0A2T3FKY8,tryptamine,Tri
A0A2T3FKY8,tyramine,Di
A0A2T3FKY8,tyramine,Mono
A0A2T3FKY8,tyramine,Tri
A0A2V1JL81,"2,3_diaminopropionic acid",Di
A0A2V1JL81,"2,3_diaminopropionic acid",Mono
A0A2V1JL81,"2,3_diaminopropionic acid",Tri
A0A2V1JL81,2_aminophenol,Di
A0A2V1JL81,2_aminophenol,Mono
A0A2V1JL81,2_aminophenol,Tri
A0A2V1JL81,3_methoxytyramine,Di
A0A2V1JL81,3_methoxytyramine,Mono
A0A2V1JL81,3_methoxytyramine,Tri
A0A2V1JL81,alanine,Di
A0A2V1JL81,alanine,Mono
A0A2V1JL81,alanine,Tri
A0A2V1JL81,arginine,Di
A0A2V1JL81,arginine,Mono
A0A2V1JL81,arginine,Tri
A0A2V1JL81,asparagine,Di
A0A2V1JL81,asparagine,Mono
A0A2V1JL81,asparagine,Tri
A0A2V1JL81,cadaverine,Di
